VcsUrl,JobName,Random,NonZeroBuildCount,MaxNonZeroBuildCountPerMonth,HitRule
https://github.com/ionic-team/ionic-framework,test-core-clean-build,5244578431976531602,7631,509,False
https://github.com/grafana/grafana,build-oss-frontend,12664056029423471833,7617,1760,True
https://github.com/uktrade/data-hub-frontend,lint_code,16234946037039762110,7616,547,False
https://github.com/apollographql/apollo-server,NodeJS 12,16574451703087865423,7560,1049,False
https://github.com/grafana/grafana,gometalinter,12783355430944439734,7556,1138,False
https://github.com/prometheus/prometheus,test,2247703871022135285,7549,428,False
https://github.com/raiden-network/raiden,test-fuzz-3.7,3303467119652993718,7547,766,False
https://github.com/apollographql/apollo-server,NodeJS 8,6582625587514475495,7522,1241,False
https://github.com/grafana/grafana,build-enterprise-frontend,14735373937925740755,7514,1743,True
https://github.com/tendermint/tendermint,test_cover,10847099861523392847,7510,429,False
https://github.com/apollographql/apollo-server,Docs,976106816648969338,7482,755,False
https://github.com/ionic-team/ionic-framework,test-angular-lint,11522343634880075208,7466,537,False
https://github.com/apollographql/apollo-server,Node.js 8,6141524812073978552,7462,800,False
https://github.com/ethereum/solidity,chk_antlr_grammar,9958408269308194800,7453,1014,False
https://github.com/envoyproxy/envoy,coverage_publish,16920398171296316861,7433,945,False
https://github.com/astropy/astropy,image-tests-mpldev,8854027892547323224,7428,711,False
https://github.com/ethereum/solidity,test_buglist,4825769152490217574,7419,953,False
https://github.com/tendermint/tendermint,upload_coverage,11040550002547550347,7397,430,False
https://github.com/citusdata/citus,test-11_check-iso-work-fol,17161494837121659325,7370,751,False
https://github.com/citusdata/citus,test-11_check-multi,12074791591567534746,7365,773,False
https://github.com/openSUSE/open-build-service,rspec,6238886488242602491,7364,437,True
https://github.com/citusdata/citus,test-12_check-failure,13076461406930147217,7349,727,False
https://github.com/Harmon758/Harmonbot,test-golang,17251761219404388421,7325,428,False
https://github.com/hashicorp/nomad,test-other,6476104090478017926,7320,815,False
https://github.com/hashicorp/consul,dev-upload-docker,4669693104881162271,7305,783,False
https://github.com/prometheus/prometheus,build,17522069758199465974,7288,422,False
https://github.com/robolectric/robolectric,build,17023672798822048790,7273,692,False
https://github.com/grafana/grafana,build-grafana-packages,10278795528065416323,7269,1113,False
https://github.com/hashicorp/nomad,build-binaries,969634269097379462,7265,1032,False
https://github.com/Harmon758/Harmonbot,test-python,12881273846469754886,7240,426,False
https://github.com/artsy/force,yarn/update-cache,6827632116169172113,7226,576,False
https://github.com/badges/shields,package,6684167746688949000,7224,593,False
https://github.com/hashicorp/nomad,lint-go,14414337746984527561,7221,905,True
https://github.com/desktop/desktop,build,15306748283111779701,7217,652,False
https://github.com/facebook/jest,test-jest-circus,9680188155418985290,7190,602,False
https://github.com/ethereum/solidity,t_osx_soltest,17838101212564141633,7161,681,False
https://github.com/opencollective/opencollective-frontend,build-api,5611804190274266214,7152,1061,False
https://github.com/diem/diem,docker-ci-build-4,4549056968123846285,7127,2255,True
https://github.com/diem/diem,docker-ci-build-2,11382101502506740704,7124,2252,True
https://github.com/diem/diem,docker-ci-build-3,11896126888915063269,7118,2251,True
https://github.com/diem/diem,build-benchmark,2037721585224294838,7112,2062,False
https://github.com/angular/components,view_engine_test,4417768719202766803,7109,773,False
https://github.com/glpi-project/glpi,checkout,1148728582997389952,7083,470,False
https://github.com/angular/angular-cli,e2e-cli-ve,9538163388490014309,7078,632,False
https://github.com/gatsbyjs/gatsby,integration_tests_cache_resilience,18260493831957417474,7053,902,False
https://github.com/ionic-team/ionic-framework,test-angular-e2e,5360226309093849332,7042,538,False
https://github.com/reactioncommerce/reaction,dockerfile-lint,5018684317862444269,7040,472,False
https://github.com/rubocop-hq/rubocop,cc-setup,10577767106847103513,7037,418,False
https://github.com/ionic-team/ionic-framework,test-core-screenshot,13151797988931865155,7031,473,False
https://github.com/storybookjs/storybook,e2e,17309885803895276063,7017,711,False
https://github.com/hashicorp/nomad,test-client,10322010242280304513,7017,682,False
https://github.com/diem/diem,docker-ci-build-1,8761239753948004987,7016,2231,True
https://github.com/apollographql/apollo-server,Node.js 6,13914270124653726147,6994,721,False
https://github.com/getredash/redash,frontend-unit-tests,4503937950659996821,6993,658,False
https://github.com/opencollective/opencollective-frontend,build,5423024634565668989,6962,880,False
https://github.com/tendermint/tendermint,build_artifacts,11686215919233208341,6940,650,False
https://github.com/PopulateTools/gobierto,bundle_dependencies,4647962811395554909,6887,529,False
https://github.com/grafana/grafana,build-docs-website,5523463842850404095,6858,1558,False
