VcsUrl,JobName,WeightedMiddle,AverageRatio,HighestRatio,LowestRatio,ValidBuildCount
https://github.com/Automattic/wp-calypso,setup,0.7609420596360532,0.7372223499699445,1.0146971402655625,0.03148417990090827,61344
https://github.com/Automattic/wp-calypso,test-server,0.6870696093637327,0.6783673620282189,0.8964404065405341,0.5458517623569132,50445
https://github.com/Automattic/wp-calypso,build-notifications,0.6877410833769142,0.6299785303565977,0.8122402546477728,0,50367
https://github.com/Automattic/wp-calypso,test-client,0.7348452254859583,0.7037013287481079,0.9000580697074186,0.3826164589673603,47798
https://github.com/Automattic/wp-calypso,test-packages,0.6935485728831843,0.6869628714370043,0.8541346964866313,0.5043667304332748,47433
https://github.com/Automattic/wp-calypso,prime-calypso-live,0.6294770157648605,0.5909243777832435,0.7987414952286248,0.2819167295815339,47354
https://github.com/norio-nomura/docker-swift,docker-swift-updater,0.6393514568365466,0.628199384372885,0.7744072243687488,0.3954114640194547,44534
https://github.com/Automattic/wp-calypso,lint-and-translate,0.7031030145573428,0.6809248795954151,1.0023522864584142,0.05943565888132745,44341
https://github.com/helm/charts,lint-scripts,0.23162377037618626,0.2530655757294831,0.6985831634754345,0.15007739172871715,44317
https://github.com/gatsbyjs/gatsby,bootstrap,0.3089327135344334,0.285978871216916,0.6318295469087871,0.09045985142952563,42655
https://github.com/helm/charts,sync,0.7618054448941636,0.7264565305728933,1.013753747132595,0.47698688998473454,40450
https://github.com/angular/angular,lint,0.7146806997657073,0.6929199336469131,0.8803817808085252,0.3486677840094138,39015
https://github.com/angular/angular,setup,0.7230290862247586,0.7038107512037102,0.8947387765520837,0.6095298700638884,38227
https://github.com/gatsbyjs/gatsby,lint,0.6913033582057172,0.6825960424233171,0.9062532050261903,0.3654125989414451,37587
https://github.com/angular/angular,test,0.6250137441356353,0.6070807358190395,0.9325162282570114,0.30678886812692685,37340
https://github.com/envoyproxy/envoy,filter_example_mirror,0.365424359770977,0.35700017399157696,0.9070777774044995,0.13019290080506787,37282
https://github.com/angular/angular,test_ivy_aot,0.6040246377106515,0.6125266791503593,0.823970554643773,0.3101467117689407,36882
https://github.com/Automattic/wp-calypso,build-wpcom-block-editor,0.7036262412955712,0.6408257685750782,0.8255976474149249,0,36721
https://github.com/helm/charts,lint-charts,0.7202398497293306,0.7094022845808569,0.819463423695128,0.6249383607501834,36617
https://github.com/Automattic/wp-calypso,build-o2-blocks,0.6752308752972993,0.6583256367154774,0.7763344156930625,0.3115823326971342,36241
https://github.com/angular/angular,test_aio_tools,0.7365059264336955,0.7116490946334367,0.8589702639399214,0.5886616866891894,35690
https://github.com/angular/angular,test_aio,0.7597375002749721,0.7172424731977741,0.9240101008066371,0.1686010926294923,34855
https://github.com/envoyproxy/envoy,api,0.7793083515183283,0.7300032451891995,1.0957609863169786,0.02447401141562572,34234
https://github.com/envoyproxy/envoy,docs,0.7233312835915912,0.6902123088354395,1.0210401956541342,0.38120201636785367,34199
https://github.com/angular/angular,deploy_aio,0.2771442839682331,0.4821514295080255,0.843529964804655,0.12037505329781878,33696
https://github.com/Automattic/wp-calypso,icfy-stats,0.8054434813200929,0.7319800215951706,0.9170438217404027,0.342744441819796,33283
https://github.com/gatsbyjs/gatsby,unit_tests_node10,0.22530698269264293,0.255214041041221,0.4790753154729436,0.12022397485223332,33055
https://github.com/angular/angular,test_aio_local,0.7829727485909941,0.7381772711803652,0.9945396995605349,0.1556645584071669,32863
https://github.com/bioconda/bioconda-recipes,lint,0.7467807105579494,0.7433153965737364,0.9633893803475799,0.4651683324043977,31578
https://github.com/angular/angular,aio_preview,0.7600888920635744,0.7087368203591263,0.9226766131990595,0,31107
https://github.com/angular/angular,build-npm-packages,0.6552588488455946,0.6322636974971272,0.7597213912684402,0.24935778814402904,31066
https://github.com/Automattic/wp-calypso,wait-calypso-live,0.5792498317075427,0.5996095089104744,0.7578357520649371,0.42903602898648374,31027
https://github.com/Automattic/wp-calypso,test-e2e-canary-safari,0.7664626251550093,0.7337735657564867,0.8930040353031424,0.49135835254210397,30879
https://github.com/angular/angular,build-ivy-npm-packages,0.6092017664401856,0.609448817170751,0.7792916670550442,0.2866314763399535,30815
https://github.com/angular/angular,test_docs_examples,0.788717195126269,0.7409961940058484,0.8821987313791813,0.24478559108447462,30781
https://github.com/grafana/grafana,codespell,0.6895528161851409,0.6755575753389367,0.785137242114423,0.5227599486052734,29876
https://github.com/COSD-PANDA/seaboard,build,0.7290836158037001,0.7089633179285009,0.827611138697857,0.3492194013353517,29814
https://github.com/Automattic/wp-calypso,test-e2e-canary-woo,0.716571288356457,0.6720826588306235,0.8307132753357858,0.3036369026452589,29709
https://github.com/angular/angular,legacy-unit-tests-saucelabs,0.28005446350792523,0.39954318993320065,0.9663659628739645,0.1855587239654667,29438
https://github.com/angular/angular,test_aio_preview,0.6528703065657219,0.6364816290240068,0.7728866169341766,0.36573192668463145,28581
https://github.com/grafana/grafana,test-backend,0.7530529963076961,0.7542528371908733,1.0446287661978682,0.3389735735030896,28287
https://github.com/angular/angular,publish_snapshot,0.2867550983861219,0.2829956165782548,0.45391342416287,0.17832608412951984,28051
https://github.com/gatsbyjs/gatsby,starters_validate,0.30516199308085906,0.41800974722933354,0.8742794945846026,0.02204459470159326,27641
https://github.com/mui-org/material-ui,checkout,0.65556433230101,0.6706827634199533,0.9501961207261757,0.108421234038796,27377
https://github.com/facebook/react,setup,0.6690635095079925,0.6882259393034309,0.7824717737434979,0.6017172373265937,27328
